Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Src Port
51302.0,6.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58823.53,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,29411.766,29411.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,980.0,253.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
3389.0,6.0,2358251.0,10.0,7.0,1144.0,1581.0,677.0,0.0,114.4,209.89691,1173.0,0.0,225.85715,430.0986,1155.5173,7.208732,147390.69,252159.33,953129.0,4.0,2358251.0,262027.89,352835.47,1110533.0,4.0,2252111.0,375351.84,360813.94,953129.0,107746.0,0.0,0.0,0.0,0.0,212.0,152.0,4.240431,2.9683015,0.0,1173.0,151.38889,305.03986,93049.31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,160.29411,114.4,225.85715,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1144.0,7.0,1581.0,8192.0,62856.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49632.0
80.0,6.0,8747599.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22863416,8747599.0,0.0,8747599.0,8747599.0,8747599.0,8747599.0,0.0,8747599.0,8747599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.22863416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,8747599.0,0.0,8747599.0,8747599.0,61776.0
445.0,6.0,663796.0,5.0,5.0,373.0,172.0,140.0,0.0,74.6,70.283714,133.0,0.0,34.4,57.64807,821.0354,15.064869,73755.11,73414.49,150984.0,4.0,663711.0,165927.75,130237.58,314591.0,4.0,663728.0,165932.0,115668.47,296499.0,18164.0,0.0,0.0,0.0,0.0,112.0,112.0,7.5324345,7.5324345,0.0,140.0,49.545456,63.08148,3979.2727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.5,74.6,34.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,373.0,5.0,172.0,8192.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63588.0
80.0,6.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23529.412,85.0,0.0,85.0,85.0,85.0,85.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,23529.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2238.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53867.0
3389.0,6.0,1648260.0,8.0,7.0,1148.0,1581.0,677.0,0.0,143.5,228.12967,1173.0,0.0,225.85715,430.0986,1655.6854,9.100506,117732.86,244902.56,953341.0,52.0,1648260.0,235465.72,381387.6,1098302.0,33307.0,1552203.0,258700.5,340962.53,953341.0,101237.0,0.0,0.0,0.0,0.0,172.0,152.0,4.8536034,4.246903,0.0,1173.0,170.5625,319.43323,102037.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,181.93333,143.5,225.85715,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1148.0,7.0,1581.0,8192.0,62852.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65206.0
80.0,6.0,15749162.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12699088,15700000.0,0.0,15700000.0,15700000.0,15700000.0,15700000.0,0.0,15700000.0,15700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.12699088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,15700000.0,0.0,15700000.0,15700000.0,57816.0
51042.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,125000.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,117.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
49802.0,6.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42553.19,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,21276.596,21276.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,511.0,257.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
80.0,6.0,1529522.0,3.0,4.0,20.0,964.0,20.0,0.0,6.6666665,11.547006,964.0,0.0,241.0,482.0,643.33826,4.5765934,254920.33,624236.1,1529137.0,4.0,342.0,171.0,206.47517,317.0,25.0,1529518.0,509839.34,882737.7,1529137.0,38.0,0.0,0.0,0.0,0.0,72.0,92.0,1.961397,2.6151962,0.0,964.0,123.0,339.8874,115523.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57143,6.6666665,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51070.0
80.0,6.0,1426426.0,3.0,4.0,20.0,964.0,20.0,0.0,6.6666665,11.547006,964.0,0.0,241.0,482.0,689.836,4.90737,237737.67,582133.7,1426013.0,3.0,331.0,165.5,229.80971,328.0,3.0,1426420.0,475473.34,823191.5,1426013.0,63.0,0.0,0.0,0.0,0.0,72.0,92.0,2.1031585,2.8042114,0.0,964.0,123.0,339.8874,115523.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57143,6.6666665,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55293.0
80.0,6.0,17089802.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117028855,17100000.0,0.0,17100000.0,17100000.0,17100000.0,17100000.0,0.0,17100000.0,17100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.117028855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,17100000.0,0.0,17100000.0,17100000.0,50340.0
18892.0,6.0,86911610.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023011886,86911610.0,0.0,86911610.0,86911610.0,86911610.0,86911610.0,0.0,86911610.0,86911610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.023011886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,62552.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,86911610.0,0.0,86911610.0,86911610.0,3389.0
53.0,17.0,44507.0,2.0,2.0,90.0,268.0,45.0,45.0,45.0,0.0,134.0,134.0,134.0,0.0,8043.6787,89.873505,14835.667,13646.865,26909.0,29.0,26909.0,26909.0,0.0,26909.0,26909.0,29.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,16.0,16.0,44.936752,44.936752,45.0,134.0,80.6,48.747307,2376.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.75,45.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,2.0,268.0,-1.0,-1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50353.0
80.0,6.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37037.035,54.0,0.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,37037.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2238.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50857.0
80.0,6.0,9909438.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018278,9909438.0,0.0,9909438.0,9909438.0,9909438.0,9909438.0,0.0,9909438.0,9909438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.2018278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,9909438.0,0.0,9909438.0,9909438.0,61440.0
80.0,6.0,3528718.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56677806,3528718.0,0.0,3528718.0,3528718.0,3528718.0,3528718.0,0.0,3528718.0,3528718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.56677806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,252.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58189.0
80.0,6.0,21423748.0,6.0,7.0,433.0,1772.0,431.0,0.0,72.166664,175.79239,1460.0,0.0,253.14285,544.7285,102.923164,0.60680324,1785312.4,3915497.8,10156474.0,1.0,20384560.0,4076911.8,5554128.0,10187317.0,221.0,21392916.0,3565486.2,5135502.5,10187386.0,1.0,0.0,0.0,0.0,0.0,132.0,176.0,0.28006303,0.3267402,0.0,1460.0,157.5,398.7885,159032.27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,169.61539,72.166664,253.14285,0.0,0.0,0.0,0.0,0.0,0.0,6.0,433.0,7.0,1772.0,8192.0,946.0,3.0,20.0,46596.5,22278.812,62350.0,30843.0,10145683.0,15260.778,10156474.0,10134892.0,51019.0
53.0,17.0,345.0,1.0,1.0,84.0,212.0,84.0,84.0,84.0,0.0,212.0,212.0,212.0,0.0,857971.0,5797.1016,345.0,0.0,345.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2898.5508,2898.5508,84.0,212.0,126.666664,73.90083,5461.3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.0,84.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0,1.0,212.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51361.0
53.0,17.0,6739.0,1.0,1.0,49.0,110.0,49.0,49.0,49.0,0.0,110.0,110.0,110.0,0.0,23594.006,296.77994,6739.0,0.0,6739.0,6739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,148.38997,148.38997,49.0,110.0,69.333336,35.218365,1240.3334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0,49.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,110.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54738.0
80.0,6.0,29544568.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067694336,29500000.0,0.0,29500000.0,29500000.0,29500000.0,29500000.0,0.0,29500000.0,29500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.067694336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,29500000.0,0.0,29500000.0,29500000.0,63657.0
443.0,6.0,214920.0,8.0,7.0,351.0,3123.0,194.0,0.0,43.875,74.71171,1460.0,0.0,446.14285,657.5861,16164.154,69.79341,15351.429,17777.045,38548.0,1.0,180234.0,25747.715,17028.871,40477.0,317.0,176611.0,29435.166,33357.21,72613.0,1.0,0.0,0.0,0.0,0.0,172.0,152.0,37.223152,32.57026,0.0,1460.0,217.125,468.1881,219200.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,231.6,43.875,446.14285,0.0,0.0,0.0,0.0,0.0,0.0,8.0,351.0,7.0,3123.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52878.0
80.0,6.0,1309795.0,3.0,4.0,20.0,964.0,20.0,0.0,6.6666665,11.547006,964.0,0.0,241.0,482.0,751.2626,5.344348,218299.17,534490.9,1309324.0,2.0,435.0,217.5,304.76303,433.0,2.0,1309788.0,436596.0,755804.6,1309324.0,31.0,0.0,0.0,0.0,0.0,72.0,92.0,2.2904348,3.053913,0.0,964.0,123.0,339.8874,115523.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57143,6.6666665,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51080.0
53729.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,180.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
53.0,17.0,823.0,1.0,1.0,42.0,102.0,42.0,42.0,42.0,0.0,102.0,102.0,102.0,0.0,174969.62,2430.1335,823.0,0.0,823.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1215.0668,1215.0668,42.0,102.0,62.0,34.641018,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,42.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,102.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54577.0
50160.0,6.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,25.0,0.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,256.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0
